"","Human.Symbol","Homologene_ID","None","Mouse.Symbol","hg19","mm10"
"mm10_Chd3","CHD3",62693,"yes","Chd3","hg19_CHD3","mm10_Chd3"
"mm10_Chd4","CHD4",68175,"yes","Chd4","hg19_CHD4","mm10_Chd4"
"mm10_Chd5","CHD5",56712,"yes","Chd5","hg19_CHD5","mm10_Chd5"
"mm10_Chd6","CHD6",32772,"yes","Chd6","hg19_CHD6","mm10_Chd6"
"mm10_Chd7","CHD7",19067,"yes","Chd7","hg19_CHD7","mm10_Chd7"
"mm10_Chd8","CHD8",72405,"yes","Chd8","hg19_CHD8","mm10_Chd8"
"mm10_Chd9","CHD9",11844,"yes","Chd9","hg19_CHD9","mm10_Chd9"
"mm10_Chdh","CHDH",41261,"yes","Chdh","hg19_CHDH","mm10_Chdh"
"mm10_Chek1","CHEK1",975,"yes","Chek1","hg19_CHEK1","mm10_Chek1"
"mm10_Chek2","CHEK2",38289,"yes","Chek2","hg19_CHEK2","mm10_Chek2"
"mm10_Cherp","CHERP",4656,"yes","Cherp","hg19_CHERP","mm10_Cherp"
"mm10_Chfr","CHFR",10078,"yes","Chfr","hg19_CHFR","mm10_Chfr"
"mm10_Chga","CHGA",976,"yes","Chga","hg19_CHGA","mm10_Chga"
"mm10_Chgb","CHGB",1375,"yes","Chgb","hg19_CHGB","mm10_Chgb"
"mm10_Chil1","CHI3L1",55569,"yes","Chil1","hg19_CHI3L1","mm10_Chil1"
"mm10_Chia1","CHIA",75168,"yes","Chia1","hg19_CHIA","mm10_Chia1"
"mm10_Chic1","CHIC1",47543,"yes","Chic1","hg19_CHIC1","mm10_Chic1"
"mm10_Chic2","CHIC2",8105,"yes","Chic2","hg19_CHIC2","mm10_Chic2"
"mm10_Chid1","CHID1",12229,"yes","Chid1","hg19_CHID1","mm10_Chid1"
"mm10_Chit1","CHIT1",68318,"yes","Chit1","hg19_CHIT1","mm10_Chit1"
"mm10_Chka","CHKA",88575,"yes","Chka","hg19_CHKA","mm10_Chka"
"mm10_Chkb","CHKB",88718,"yes","Chkb","hg19_CHKB","mm10_Chkb"
"mm10_Chl1","CHL1",21314,"yes","Chl1","hg19_CHL1","mm10_Chl1"
"mm10_Chm","CHM",334,"yes","Chm","hg19_CHM","mm10_Chm"
"mm10_Chml","CHML",31055,"yes","Chml","hg19_CHML","mm10_Chml"
"mm10_Chmp1a","CHMP1A",56240,"yes","Chmp1a","hg19_CHMP1A","mm10_Chmp1a"
"mm10_Chmp1b","CHMP1B",41374,"yes","Chmp1b","hg19_CHMP1B","mm10_Chmp1b"
"mm10_2610002M06Rik","CHMP1B2P",22046,"yes","2610002M06Rik","hg19_CHMP1B2P","mm10_2610002M06Rik"
"mm10_Chmp2a","CHMP2A",6382,"yes","Chmp2a","hg19_CHMP2A","mm10_Chmp2a"
"mm10_Chmp2b","CHMP2B",8534,"yes","Chmp2b","hg19_CHMP2B","mm10_Chmp2b"
"mm10_Chmp3","CHMP3",6368,"yes","Chmp3","hg19_CHMP3","mm10_Chmp3"
"mm10_Chmp4b","CHMP4B",57102,"yes","Chmp4b","hg19_CHMP4B","mm10_Chmp4b"
"mm10_Chmp4c","CHMP4C",23544,"yes","Chmp4c","hg19_CHMP4C","mm10_Chmp4c"
"mm10_Chmp5","CHMP5",5757,"yes","Chmp5","hg19_CHMP5","mm10_Chmp5"
"mm10_Chmp6","CHMP6",11607,"yes","Chmp6","hg19_CHMP6","mm10_Chmp6"
"mm10_Chmp7","CHMP7",14613,"yes","Chmp7","hg19_CHMP7","mm10_Chmp7"
"mm10_Chn1","CHN1",31056,"yes","Chn1","hg19_CHN1","mm10_Chn1"
"mm10_Chn2","CHN2",31213,"yes","Chn2","hg19_CHN2","mm10_Chn2"
"mm10_Chodl","CHODL",11795,"yes","Chodl","hg19_CHODL","mm10_Chodl"
"mm10_Chordc1","CHORDC1",8111,"yes","Chordc1","hg19_CHORDC1","mm10_Chordc1"
"mm10_Chp1","CHP1",5235,"yes","Chp1","hg19_CHP1","mm10_Chp1"
"mm10_Chp2","CHP2",11131,"yes","Chp2","hg19_CHP2","mm10_Chp2"
"mm10_Chpf","CHPF",11574,"yes","Chpf","hg19_CHPF","mm10_Chpf"
"mm10_Chpf2","CHPF2",14763,"yes","Chpf2","hg19_CHPF2","mm10_Chpf2"
"mm10_Chpt1","CHPT1",69297,"yes","Chpt1","hg19_CHPT1","mm10_Chpt1"
"mm10_Chrac1","CHRAC1",41174,"yes","Chrac1","hg19_CHRAC1","mm10_Chrac1"
"mm10_Chrd","CHRD",2774,"yes","Chrd","hg19_CHRD","mm10_Chrd"
"mm10_Chrdl1","CHRDL1",12834,"yes","Chrdl1","hg19_CHRDL1","mm10_Chrdl1"
"mm10_Chrdl2","CHRDL2",128795,"yes","Chrdl2","hg19_CHRDL2","mm10_Chrdl2"
"mm10_Chrm1","CHRM1",20189,"yes","Chrm1","hg19_CHRM1","mm10_Chrm1"
"mm10_Chrm2","CHRM2",20190,"yes","Chrm2","hg19_CHRM2","mm10_Chrm2"
"mm10_Chrm3","CHRM3",20191,"yes","Chrm3","hg19_CHRM3","mm10_Chrm3"
"mm10_Chrm4","CHRM4",20192,"yes","Chrm4","hg19_CHRM4","mm10_Chrm4"
"mm10_Chrm5","CHRM5",22697,"yes","Chrm5","hg19_CHRM5","mm10_Chrm5"
"mm10_Chrna1","CHRNA1",59,"yes","Chrna1","hg19_CHRNA1","mm10_Chrna1"
"mm10_Chrna10","CHRNA10",56886,"yes","Chrna10","hg19_CHRNA10","mm10_Chrna10"
"mm10_Chrna2","CHRNA2",20193,"yes","Chrna2","hg19_CHRNA2","mm10_Chrna2"
"mm10_Chrna3","CHRNA3",591,"yes","Chrna3","hg19_CHRNA3","mm10_Chrna3"
"mm10_Chrna4","CHRNA4",592,"yes","Chrna4","hg19_CHRNA4","mm10_Chrna4"
"mm10_Chrna5","CHRNA5",55485,"yes","Chrna5","hg19_CHRNA5","mm10_Chrna5"
"mm10_Chrna6","CHRNA6",20888,"yes","Chrna6","hg19_CHRNA6","mm10_Chrna6"
"mm10_Chrna7","CHRNA7",593,"yes","Chrna7","hg19_CHRNA7","mm10_Chrna7"
"mm10_Chrna9","CHRNA9",9729,"yes","Chrna9","hg19_CHRNA9","mm10_Chrna9"
"mm10_Chrnb1","CHRNB1",594,"yes","Chrnb1","hg19_CHRNB1","mm10_Chrnb1"
"mm10_Chrnb2","CHRNB2",595,"yes","Chrnb2","hg19_CHRNB2","mm10_Chrnb2"
"mm10_Chrnb3","CHRNB3",36035,"yes","Chrnb3","hg19_CHRNB3","mm10_Chrnb3"
"mm10_Chrnb4","CHRNB4",20196,"yes","Chrnb4","hg19_CHRNB4","mm10_Chrnb4"
"mm10_Chrnd","CHRND",37340,"yes","Chrnd","hg19_CHRND","mm10_Chrnd"
"mm10_Chrne","CHRNE",60,"yes","Chrne","hg19_CHRNE","mm10_Chrne"
"mm10_Chrng","CHRNG",3810,"yes","Chrng","hg19_CHRNG","mm10_Chrng"
"mm10_Chst1","CHST1",2711,"yes","Chst1","hg19_CHST1","mm10_Chst1"
"mm10_Chst10","CHST10",21013,"yes","Chst10","hg19_CHST10","mm10_Chst10"
"mm10_Chst11","CHST11",56808,"yes","Chst11","hg19_CHST11","mm10_Chst11"
"mm10_Chst12","CHST12",69258,"yes","Chst12","hg19_CHST12","mm10_Chst12"
"mm10_Chst13","CHST13",44360,"yes","Chst13","hg19_CHST13","mm10_Chst13"
"mm10_Chst14","CHST14",12443,"yes","Chst14","hg19_CHST14","mm10_Chst14"
"mm10_Chst15","CHST15",8908,"yes","Chst15","hg19_CHST15","mm10_Chst15"
"mm10_Chst2","CHST2",3150,"yes","Chst2","hg19_CHST2","mm10_Chst2"
"mm10_Chst3","CHST3",3156,"yes","Chst3","hg19_CHST3","mm10_Chst3"
"mm10_Chst4","CHST4",4216,"yes","Chst4","hg19_CHST4","mm10_Chst4"
"mm10_Chst5","CHST5",56927,"yes","Chst5","hg19_CHST5","mm10_Chst5"
"mm10_Chst7","CHST7",10531,"yes","Chst7","hg19_CHST7","mm10_Chst7"
"mm10_Chst8","CHST8",41483,"yes","Chst8","hg19_CHST8","mm10_Chst8"
"mm10_Chst9","CHST9",12861,"yes","Chst9","hg19_CHST9","mm10_Chst9"
"mm10_Chsy1","CHSY1",8950,"yes","Chsy1","hg19_CHSY1","mm10_Chsy1"
"mm10_Chsy3","CHSY3",28624,"yes","Chsy3","hg19_CHSY3","mm10_Chsy3"
"mm10_Chtf18","CHTF18",32532,"yes","Chtf18","hg19_CHTF18","mm10_Chtf18"
"mm10_Chtf8","CHTF8",84588,"yes","Chtf8","hg19_CHTF8","mm10_Chtf8"
"mm10_Chtop","CHTOP",137362,"yes","Chtop","hg19_CHTOP","mm10_Chtop"
"mm10_Chuk","CHUK",979,"yes","Chuk","hg19_CHUK","mm10_Chuk"
"mm10_Churc1","CHURC1",17046,"yes","Churc1","hg19_CHURC1","mm10_Churc1"
"mm10_Ciao1","CIAO1",55850,"yes","Ciao1","hg19_CIAO1","mm10_Ciao1"
"mm10_Ciao2a","CIAO2A",12252,"yes","Ciao2a","hg19_CIAO2A","mm10_Ciao2a"
"mm10_Ciao2b","CIAO2B",6115,"yes","Ciao2b","hg19_CIAO2B","mm10_Ciao2b"
"mm10_Narfl","CIAO3",6750,"yes","Narfl","hg19_CIAO3","mm10_Narfl"
"mm10_Ciapin1","CIAPIN1",10658,"yes","Ciapin1","hg19_CIAPIN1","mm10_Ciapin1"
"mm10_Ciart","CIART",79670,"yes","Ciart","hg19_CIART","mm10_Ciart"
"mm10_Cib1","CIB1",4654,"yes","Cib1","hg19_CIB1","mm10_Cib1"
"mm10_Cib2","CIB2",4653,"yes","Cib2","hg19_CIB2","mm10_Cib2"
"mm10_Cib3","CIB3",14287,"yes","Cib3","hg19_CIB3","mm10_Cib3"
"mm10_Cib4","CIB4",18990,"yes","Cib4","hg19_CIB4","mm10_Cib4"
"mm10_Cic","CIC",87637,"yes","Cic","hg19_CIC","mm10_Cic"
"mm10_Cidea","CIDEA",77852,"yes","Cidea","hg19_CIDEA","mm10_Cidea"
"mm10_Cideb","CIDEB",7666,"yes","Cideb","hg19_CIDEB","mm10_Cideb"
"mm10_Cidec","CIDEC",11128,"yes","Cidec","hg19_CIDEC","mm10_Cidec"
"mm10_Ciita","CIITA",207,"yes","Ciita","hg19_CIITA","mm10_Ciita"
"mm10_Cilp","CILP",2679,"yes","Cilp","hg19_CILP","mm10_Cilp"
"mm10_Cilp2","CILP2",17713,"yes","Cilp2","hg19_CILP2","mm10_Cilp2"
"mm10_Cinp","CINP",12103,"yes","Cinp","hg19_CINP","mm10_Cinp"
"mm10_Cip2a","CIP2A",10842,"yes","Cip2a","hg19_CIP2A","mm10_Cip2a"
"mm10_Cipc","CIPC",14124,"yes","Cipc","hg19_CIPC","mm10_Cipc"
"mm10_Cir1","CIR1",3589,"yes","Cir1","hg19_CIR1","mm10_Cir1"
"mm10_Cirbp","CIRBP",980,"yes","Cirbp","hg19_CIRBP","mm10_Cirbp"
"mm10_Cisd1","CISD1",10212,"yes","Cisd1","hg19_CISD1","mm10_Cisd1"
"mm10_Cisd2","CISD2",36436,"yes","Cisd2","hg19_CISD2","mm10_Cisd2"
"mm10_Cisd3","CISD3",35399,"yes","Cisd3","hg19_CISD3","mm10_Cisd3"
"mm10_Cish","CISH",7667,"yes","Cish","hg19_CISH","mm10_Cish"
"mm10_Gm38436","CISTR",NA,"yes","Gm38436","hg19_CISTR","mm10_Gm38436"
"mm10_Cit","CIT",21404,"yes","Cit","hg19_CIT","mm10_Cit"
"mm10_Cited1","CITED1",3057,"yes","Cited1","hg19_CITED1","mm10_Cited1"
"mm10_Cited2","CITED2",4433,"yes","Cited2","hg19_CITED2","mm10_Cited2"
"mm10_Cited4","CITED4",10474,"yes","Cited4","hg19_CITED4","mm10_Cited4"
"mm10_Ciz1","CIZ1",8112,"yes","Ciz1","hg19_CIZ1","mm10_Ciz1"
"mm10_Ckap2","CKAP2",10070,"yes","Ckap2","hg19_CKAP2","mm10_Ckap2"
"mm10_Ckap2l","CKAP2L",51866,"yes","Ckap2l","hg19_CKAP2L","mm10_Ckap2l"
"mm10_Ckap4","CKAP4",4970,"yes","Ckap4","hg19_CKAP4","mm10_Ckap4"
"mm10_Ckap5","CKAP5",8844,"yes","Ckap5","hg19_CKAP5","mm10_Ckap5"
"mm10_Ckb","CKB",37530,"yes","Ckb","hg19_CKB","mm10_Ckb"
"mm10_Cklf","CKLF",9663,"yes","Cklf","hg19_CKLF","mm10_Cklf"
"mm10_Ckm","CKM",20432,"yes","Ckm","hg19_CKM","mm10_Ckm"
"mm10_Ckmt1","CKMT1A",69058,"yes","Ckmt1","hg19_CKMT1A","mm10_Ckmt1"
"mm10_Ckmt2","CKMT2",68206,"yes","Ckmt2","hg19_CKMT2","mm10_Ckmt2"
"mm10_Cks1b","CKS1B",123798,"yes","Cks1b","hg19_CKS1B","mm10_Cks1b"
"mm10_Cks2","CKS2",86883,"yes","Cks2","hg19_CKS2","mm10_Cks2"
"mm10_Clasp1","CLASP1",41024,"yes","Clasp1","hg19_CLASP1","mm10_Clasp1"
"mm10_Clasp2","CLASP2",24944,"yes","Clasp2","hg19_CLASP2","mm10_Clasp2"
"mm10_Clasrp","CLASRP",134306,"yes","Clasrp","hg19_CLASRP","mm10_Clasrp"
"mm10_Clba1","CLBA1",17077,"yes","Clba1","hg19_CLBA1","mm10_Clba1"
"mm10_Clca1","CLCA1",984,"yes","Clca1","hg19_CLCA1","mm10_Clca1"
"mm10_Clca2","CLCA2",4765,"yes","Clca2","hg19_CLCA2","mm10_Clca2"
"mm10_Clca4a","CLCA4",40808,"yes","Clca4a","hg19_CLCA4","mm10_Clca4a"
"mm10_Clcc1","CLCC1",9032,"yes","Clcc1","hg19_CLCC1","mm10_Clcc1"
"mm10_Clcf1","CLCF1",8299,"yes","Clcf1","hg19_CLCF1","mm10_Clcf1"
"mm10_Clcn1","CLCN1",63,"yes","Clcn1","hg19_CLCN1","mm10_Clcn1"
"mm10_Clcn2","CLCN2",3213,"yes","Clcn2","hg19_CLCN2","mm10_Clcn2"
"mm10_Clcn3","CLCN3",20435,"yes","Clcn3","hg19_CLCN3","mm10_Clcn3"
"mm10_Clcn4","CLCN4",68207,"yes","Clcn4","hg19_CLCN4","mm10_Clcn4"
"mm10_Clcn5","CLCN5",73872,"yes","Clcn5","hg19_CLCN5","mm10_Clcn5"
"mm10_Clcn6","CLCN6",985,"yes","Clcn6","hg19_CLCN6","mm10_Clcn6"
"mm10_Clcn7","CLCN7",56546,"yes","Clcn7","hg19_CLCN7","mm10_Clcn7"
"mm10_Clcnka","CLCNKA",65,"yes","Clcnka","hg19_CLCNKA","mm10_Clcnka"
"mm10_Clcnkb","CLCNKB",107317,"yes","Clcnkb","hg19_CLCNKB","mm10_Clcnkb"
"mm10_Cldn1","CLDN1",9620,"yes","Cldn1","hg19_CLDN1","mm10_Cldn1"
"mm10_Cldn10","CLDN10",5076,"yes","Cldn10","hg19_CLDN10","mm10_Cldn10"
"mm10_Cldn11","CLDN11",4093,"yes","Cldn11","hg19_CLDN11","mm10_Cldn11"
"mm10_Cldn12","CLDN12",40809,"yes","Cldn12","hg19_CLDN12","mm10_Cldn12"
"mm10_Cldn14","CLDN14",8115,"yes","Cldn14","hg19_CLDN14","mm10_Cldn14"
"mm10_Cldn15","CLDN15",8646,"yes","Cldn15","hg19_CLDN15","mm10_Cldn15"
"mm10_Cldn16","CLDN16",4799,"yes","Cldn16","hg19_CLDN16","mm10_Cldn16"
"mm10_Cldn17","CLDN17",8116,"yes","Cldn17","hg19_CLDN17","mm10_Cldn17"
"mm10_Cldn18","CLDN18",9489,"yes","Cldn18","hg19_CLDN18","mm10_Cldn18"
"mm10_Cldn19","CLDN19",17528,"yes","Cldn19","hg19_CLDN19","mm10_Cldn19"
"mm10_Cldn2","CLDN2",9621,"yes","Cldn2","hg19_CLDN2","mm10_Cldn2"
"mm10_Cldn20","CLDN20",47972,"yes","Cldn20","hg19_CLDN20","mm10_Cldn20"
"mm10_Cldn22","CLDN22",129823,"yes","Cldn22","hg19_CLDN22","mm10_Cldn22"
"mm10_Cldn23","CLDN23",12421,"yes","Cldn23","hg19_CLDN23","mm10_Cldn23"
"mm10_Cldn24","CLDN24",136011,"yes","Cldn24","hg19_CLDN24","mm10_Cldn24"
"mm10_Cldn25-ps","CLDN25",NA,"yes","Cldn25-ps","hg19_CLDN25","mm10_Cldn25-ps"
"mm10_Cldn3","CLDN3",1001,"yes","Cldn3","hg19_CLDN3","mm10_Cldn3"
"mm10_Cldn34-ps","CLDN34",120348,"no","Cldn34-ps","hg19_CLDN34","mm10_Cldn34-ps"
"mm10_Cldn4","CLDN4",1000,"yes","Cldn4","hg19_CLDN4","mm10_Cldn4"
"mm10_Cldn5","CLDN5",2459,"yes","Cldn5","hg19_CLDN5","mm10_Cldn5"
"mm10_Cldn6","CLDN6",10300,"yes","Cldn6","hg19_CLDN6","mm10_Cldn6"
"mm10_Cldn7","CLDN7",9649,"yes","Cldn7","hg19_CLDN7","mm10_Cldn7"
"mm10_Cldn8","CLDN8",8117,"yes","Cldn8","hg19_CLDN8","mm10_Cldn8"
"mm10_Cldn9","CLDN9",10656,"yes","Cldn9","hg19_CLDN9","mm10_Cldn9"
"mm10_Cldnd1","CLDND1",10534,"yes","Cldnd1","hg19_CLDND1","mm10_Cldnd1"
"mm10_Cldnd2","CLDND2",17559,"yes","Cldnd2","hg19_CLDND2","mm10_Cldnd2"
"mm10_Clec10a","CLEC10A",7836,"yes","Clec10a","hg19_CLEC10A","mm10_Clec10a"
"mm10_Clec11a","CLEC11A",2236,"yes","Clec11a","hg19_CLEC11A","mm10_Clec11a"
"mm10_Clec12a","CLEC12A",51378,"yes","Clec12a","hg19_CLEC12A","mm10_Clec12a"
"mm10_Clec12b","CLEC12B",19247,"yes","Clec12b","hg19_CLEC12B","mm10_Clec12b"
"mm10_Clec14a","CLEC14A",12047,"yes","Clec14a","hg19_CLEC14A","mm10_Clec14a"
"mm10_Clec16a","CLEC16A",71019,"yes","Clec16a","hg19_CLEC16A","mm10_Clec16a"
"mm10_Clec18a","CLEC18A",18755,"yes","Clec18a","hg19_CLEC18A","mm10_Clec18a"
"mm10_Clec1a","CLEC1A",9549,"yes","Clec1a","hg19_CLEC1A","mm10_Clec1a"
"mm10_Clec1b","CLEC1B",49468,"yes","Clec1b","hg19_CLEC1B","mm10_Clec1b"
"mm10_Clec2f","CLEC2A",136171,"no","Clec2f","hg19_CLEC2A","mm10_Clec2f"
"mm10_Clec2l","CLEC2L",35527,"yes","Clec2l","hg19_CLEC2L","mm10_Clec2l"
"mm10_Clec3a","CLEC3A",4205,"yes","Clec3a","hg19_CLEC3A","mm10_Clec3a"
"mm10_Clec3b","CLEC3B",31145,"yes","Clec3b","hg19_CLEC3B","mm10_Clec3b"
"mm10_Clec4a2","CLEC4A",49291,"no","Clec4a2","hg19_CLEC4A","mm10_Clec4a2"
"mm10_Clec4b1","CLEC4C",130350,"no","Clec4b1","hg19_CLEC4C","mm10_Clec4b1"
"mm10_Clec4d","CLEC4D",7844,"yes","Clec4d","hg19_CLEC4D","mm10_Clec4d"
"mm10_Clec4e","CLEC4E",22809,"yes","Clec4e","hg19_CLEC4E","mm10_Clec4e"
"mm10_Clec4f","CLEC4F",9630,"yes","Clec4f","hg19_CLEC4F","mm10_Clec4f"
"mm10_Clec4g","CLEC4G",18879,"yes","Clec4g","hg19_CLEC4G","mm10_Clec4g"
"mm10_Clec5a","CLEC5A",8302,"yes","Clec5a","hg19_CLEC5A","mm10_Clec5a"
"mm10_Clec4n","CLEC6A",84615,"no","Clec4n","hg19_CLEC6A","mm10_Clec4n"
"mm10_Clec7a","CLEC7A",49606,"yes","Clec7a","hg19_CLEC7A","mm10_Clec7a"
"mm10_Clec9a","CLEC9A",52106,"yes","Clec9a","hg19_CLEC9A","mm10_Clec9a"
"mm10_Clgn","CLGN",68392,"yes","Clgn","hg19_CLGN","mm10_Clgn"
"mm10_Clhc1","CLHC1",17569,"yes","Clhc1","hg19_CLHC1","mm10_Clhc1"
"mm10_Clic1","CLIC1",20343,"yes","Clic1","hg19_CLIC1","mm10_Clic1"
"mm10_Clic3","CLIC3",3432,"yes","Clic3","hg19_CLIC3","mm10_Clic3"
"mm10_Clic4","CLIC4",8490,"yes","Clic4","hg19_CLIC4","mm10_Clic4"
"mm10_Clic5","CLIC5",987,"yes","Clic5","hg19_CLIC5","mm10_Clic5"
"mm10_Clic6","CLIC6",43154,"yes","Clic6","hg19_CLIC6","mm10_Clic6"
"mm10_Clint1","CLINT1",133740,"yes","Clint1","hg19_CLINT1","mm10_Clint1"
"mm10_Clip1","CLIP1",74455,"yes","Clip1","hg19_CLIP1","mm10_Clip1"
"mm10_Clip2","CLIP2",20718,"yes","Clip2","hg19_CLIP2","mm10_Clip2"
"mm10_Clip3","CLIP3",9176,"yes","Clip3","hg19_CLIP3","mm10_Clip3"
"mm10_Clip4","CLIP4",11662,"yes","Clip4","hg19_CLIP4","mm10_Clip4"
"mm10_Clk1","CLK1",101535,"yes","Clk1","hg19_CLK1","mm10_Clk1"
"mm10_Clk2","CLK2",33303,"yes","Clk2","hg19_CLK2","mm10_Clk2"
"mm10_Clk3","CLK3",101534,"yes","Clk3","hg19_CLK3","mm10_Clk3"
"mm10_Clk4","CLK4",56895,"yes","Clk4","hg19_CLK4","mm10_Clk4"
"mm10_Clmn","CLMN",11683,"yes","Clmn","hg19_CLMN","mm10_Clmn"
"mm10_Clmp","CLMP",11705,"yes","Clmp","hg19_CLMP","mm10_Clmp"
"mm10_Cln3","CLN3",37259,"yes","Cln3","hg19_CLN3","mm10_Cln3"
"mm10_Cln5","CLN5",4738,"yes","Cln5","hg19_CLN5","mm10_Cln5"
"mm10_Cln6","CLN6",9898,"yes","Cln6","hg19_CLN6","mm10_Cln6"
"mm10_Cln8","CLN8",10340,"yes","Cln8","hg19_CLN8","mm10_Cln8"
"mm10_Clnk","CLNK",8450,"yes","Clnk","hg19_CLNK","mm10_Clnk"
"mm10_Clns1a","CLNS1A",990,"yes","Clns1a","hg19_CLNS1A","mm10_Clns1a"
"mm10_Clock","CLOCK",3603,"yes","Clock","hg19_CLOCK","mm10_Clock"
"mm10_Clp1","CLP1",4975,"yes","Clp1","hg19_CLP1","mm10_Clp1"
"mm10_Clpb","CLPB",32067,"yes","Clpb","hg19_CLPB","mm10_Clpb"
"mm10_Clpp","CLPP",4385,"yes","Clpp","hg19_CLPP","mm10_Clpp"
"mm10_Clps","CLPS",1383,"yes","Clps","hg19_CLPS","mm10_Clps"
"mm10_Clpsl2","CLPSL2",86835,"yes","Clpsl2","hg19_CLPSL2","mm10_Clpsl2"
"mm10_Clptm1","CLPTM1",37464,"yes","Clptm1","hg19_CLPTM1","mm10_Clptm1"
"mm10_Clptm1l","CLPTM1L",12767,"yes","Clptm1l","hg19_CLPTM1L","mm10_Clptm1l"
"mm10_Clpx","CLPX",4851,"yes","Clpx","hg19_CLPX","mm10_Clpx"
"mm10_Clrn1","CLRN1",17738,"yes","Clrn1","hg19_CLRN1","mm10_Clrn1"
"mm10_Clrn2","CLRN2",84057,"yes","Clrn2","hg19_CLRN2","mm10_Clrn2"
"mm10_Clrn3","CLRN3",17544,"yes","Clrn3","hg19_CLRN3","mm10_Clrn3"
"mm10_Clspn","CLSPN",11138,"yes","Clspn","hg19_CLSPN","mm10_Clspn"
"mm10_Clstn1","CLSTN1",8814,"yes","Clstn1","hg19_CLSTN1","mm10_Clstn1"
"mm10_Clstn2","CLSTN2",49698,"yes","Clstn2","hg19_CLSTN2","mm10_Clstn2"
"mm10_Clstn3","CLSTN3",22836,"yes","Clstn3","hg19_CLSTN3","mm10_Clstn3"
"mm10_Clta","CLTA",1384,"yes","Clta","hg19_CLTA","mm10_Clta"
"mm10_Cltb","CLTB",37532,"yes","Cltb","hg19_CLTB","mm10_Cltb"
"mm10_Cltc","CLTC",3572,"yes","Cltc","hg19_CLTC","mm10_Cltc"
"mm10_Cltrn","CLTRN",10767,"yes","Cltrn","hg19_CLTRN","mm10_Cltrn"
"mm10_Clu","CLU",1382,"yes","Clu","hg19_CLU","mm10_Clu"
"mm10_Cluap1","CLUAP1",14831,"yes","Cluap1","hg19_CLUAP1","mm10_Cluap1"
"mm10_Cluh","CLUH",9063,"yes","Cluh","hg19_CLUH","mm10_Cluh"
"mm10_Clvs1","CLVS1",65267,"yes","Clvs1","hg19_CLVS1","mm10_Clvs1"
"mm10_Clvs2","CLVS2",27894,"yes","Clvs2","hg19_CLVS2","mm10_Clvs2"
"mm10_Clybl","CLYBL",49925,"yes","Clybl","hg19_CLYBL","mm10_Clybl"
"mm10_Cma1","CMA1",55606,"yes","Cma1","hg19_CMA1","mm10_Cma1"
"mm10_Cmah","CMAHP",7269,"yes","Cmah","hg19_CMAHP","mm10_Cmah"
"mm10_Cmas","CMAS",7670,"yes","Cmas","hg19_CMAS","mm10_Cmas"
"mm10_Cmbl","CMBL",100714,"yes","Cmbl","hg19_CMBL","mm10_Cmbl"
"mm10_Cmc1","CMC1",12207,"yes","Cmc1","hg19_CMC1","mm10_Cmc1"
"mm10_Cmc2","CMC2",41350,"yes","Cmc2","hg19_CMC2","mm10_Cmc2"
"mm10_Cmc4","CMC4",NA,"yes","Cmc4","hg19_CMC4","mm10_Cmc4"
"mm10_Cmip","CMIP",18869,"yes","Cmip","hg19_CMIP","mm10_Cmip"
"mm10_Cmklr1","CMKLR1",129967,"yes","Cmklr1","hg19_CMKLR1","mm10_Cmklr1"
"mm10_Cmpk1","CMPK1",32308,"yes","Cmpk1","hg19_CMPK1","mm10_Cmpk1"
"mm10_Cmpk2","CMPK2",10748,"yes","Cmpk2","hg19_CMPK2","mm10_Cmpk2"
"mm10_Cmss1","CMSS1",11979,"yes","Cmss1","hg19_CMSS1","mm10_Cmss1"
"mm10_Cmtm1","CMTM1",134399,"yes","Cmtm1","hg19_CMTM1","mm10_Cmtm1"
"mm10_Cmtm2a","CMTM2",88508,"yes","Cmtm2a","hg19_CMTM2","mm10_Cmtm2a"
"mm10_Cmtm3","CMTM3",11486,"yes","Cmtm3","hg19_CMTM3","mm10_Cmtm3"
"mm10_Cmtm4","CMTM4",45211,"yes","Cmtm4","hg19_CMTM4","mm10_Cmtm4"
"mm10_Cmtm5","CMTM5",16322,"yes","Cmtm5","hg19_CMTM5","mm10_Cmtm5"
"mm10_Cmtm6","CMTM6",9845,"yes","Cmtm6","hg19_CMTM6","mm10_Cmtm6"
"mm10_Cmtm7","CMTM7",15882,"yes","Cmtm7","hg19_CMTM7","mm10_Cmtm7"
"mm10_Cmtm8","CMTM8",12345,"yes","Cmtm8","hg19_CMTM8","mm10_Cmtm8"
"mm10_Cmtr1","CMTR1",9003,"yes","Cmtr1","hg19_CMTR1","mm10_Cmtr1"
"mm10_Cmtr2","CMTR2",10144,"yes","Cmtr2","hg19_CMTR2","mm10_Cmtr2"
"mm10_Cmya5","CMYA5",137367,"yes","Cmya5","hg19_CMYA5","mm10_Cmya5"
"mm10_Cnbd1","CNBD1",27843,"yes","Cnbd1","hg19_CNBD1","mm10_Cnbd1"
"mm10_Cnbd2","CNBD2",15440,"yes","Cnbd2","hg19_CNBD2","mm10_Cnbd2"
"mm10_Cnbp","CNBP",2567,"yes","Cnbp","hg19_CNBP","mm10_Cnbp"
"mm10_Cndp1","CNDP1",57178,"yes","Cndp1","hg19_CNDP1","mm10_Cndp1"
"mm10_Cndp2","CNDP2",10085,"yes","Cndp2","hg19_CNDP2","mm10_Cndp2"
"mm10_Cnep1r1","CNEP1R1",14472,"yes","Cnep1r1","hg19_CNEP1R1","mm10_Cnep1r1"
